school,sex,age,address,famsize,Pstatus,Medu,Fedu,studytime,activities,romantic,famrel,freetime,goout,health,absences,alc,grades
MS,M,16,U,GT3,A,1,2,3,no,no,4,4,3,5,0,0, 10.67 
MS,F,17,R,GT3,T,3,2,2,no,yes,4,5,4,5,0,1, 10.00 
MS,F,17,R,GT3,T,1,1,1,no,no,5,4,4,5,0,1, 6.33 
MS,F,15,R,GT3,T,4,4,1,no,yes,1,5,1,5,0,1, 13.67 
MS,F,16,U,LE3,A,2,2,4,yes,yes,1,2,1,1,4,0, 10.00 
MS,F,15,R,LE3,T,1,1,2,no,no,5,4,3,4,0,1, 10.00 
MS,F,15,R,LE3,T,1,1,1,no,yes,4,4,3,2,4,1, 7.00 
MS,F,16,R,GT3,T,0,2,1,yes,no,3,2,3,2,0,1, 11.67 
MS,F,17,R,GT3,T,2,3,1,no,no,5,5,5,3,2,1, 11.00 
MS,F,15,R,GT3,T,3,3,1,no,no,4,1,3,4,0,0, 15.33 
MS,M,16,U,GT3,T,1,1,2,yes,yes,5,4,5,3,0,1, 2.33 
MS,M,17,U,GT3,T,1,1,2,no,no,4,4,3,5,4,1, 8.67 
MS,M,15,R,LE3,T,4,1,2,yes,no,5,3,4,2,0,1, 13.00 
MS,M,15,R,LE3,T,4,1,2,yes,no,5,3,4,2,7,1, 8.00 
MS,M,16,R,GT3,T,3,4,2,no,no,3,4,5,5,4,1, 10.00 
MS,M,15,R,GT3,T,1,1,2,yes,yes,5,4,5,4,8,1, 8.33 
MS,M,15,U,LE3,T,3,3,2,yes,no,5,3,3,5,0,0, 11.00 
MS,M,17,R,GT3,T,2,1,1,yes,yes,5,5,5,3,8,1, 9.00 
MS,F,16,R,GT3,T,4,4,3,yes,yes,4,2,2,4,6,0, 16.33 
MS,F,15,R,GT3,T,1,2,1,no,no,5,1,2,1,3,0, 12.33 
MS,F,16,R,GT3,T,2,3,2,no,no,4,5,4,1,2,1, 15.00 
MS,M,16,R,GT3,T,1,2,2,no,no,4,3,3,5,0,0, 10.67 
MS,F,16,R,GT3,T,2,2,2,no,no,4,4,5,4,4,0, 10.00 
MS,F,16,U,GT3,T,1,2,3,no,no,1,3,2,4,0,1, 8.67 
MS,F,16,U,GT3,T,1,2,3,no,no,1,3,2,4,3,1, 8.33 
MS,F,15,U,GT3,T,2,1,2,no,no,4,4,2,2,0,1, 9.33 
MS,F,16,U,GT3,T,1,1,2,no,yes,5,4,3,2,0,0, 14.00 
MS,M,17,R,LE3,T,1,2,1,yes,no,5,5,5,3,4,1, 10.67 
MS,F,16,R,GT3,T,1,1,4,no,no,4,3,2,1,0,0, 12.00 
MS,F,16,R,GT3,T,1,1,3,no,no,4,4,3,5,2,0, 9.67 
MS,F,15,R,GT3,T,1,1,2,yes,no,4,3,3,2,1,0, 10.67 
MS,F,16,R,GT3,T,1,1,1,yes,yes,4,2,2,2,0,1, 13.00 
MS,F,15,R,GT3,T,1,1,2,no,no,4,2,1,2,0,1, 13.67 
MS,F,15,R,LE3,T,2,2,3,no,no,4,4,3,5,2,1, 12.33 
MS,M,16,R,GT3,T,1,1,1,yes,no,3,4,4,5,6,1, 11.00 
MS,F,18,U,GT3,T,1,2,2,yes,yes,3,4,4,5,9,1, 8.33 
MS,M,15,U,GT3,T,3,1,1,no,no,3,2,3,4,0,1, 10.00 
MS,F,16,R,GT3,T,2,2,2,yes,no,5,3,4,2,1,0, 13.67 
MS,M,15,U,GT3,T,2,2,1,no,no,4,3,3,4,1,1, 12.67 
MS,M,16,U,GT3,T,4,4,2,yes,yes,4,3,1,3,0,0, 12.67 
MS,F,15,R,GT3,T,3,3,2,no,yes,4,5,4,1,4,0, 12.33 
MS,F,16,R,GT3,T,2,2,2,yes,no,4,4,4,5,2,1, 11.67 
MS,F,16,R,LE3,T,2,2,1,yes,yes,4,3,2,4,0,0, 14.67 
MS,M,16,U,LE3,T,2,1,1,yes,no,2,4,3,4,4,1, 9.33 
MS,M,15,R,LE3,T,1,3,1,yes,no,4,2,4,3,2,1, 10.67 
MS,F,15,U,GT3,T,2,2,3,yes,no,5,3,2,4,0,0, 13.00 
MS,F,16,R,LE3,T,2,1,1,no,yes,5,4,3,5,2,0, 8.67 
MS,M,15,U,GT3,T,3,3,1,yes,no,4,3,3,3,11,1, 11.00 
MS,F,16,R,GT3,T,1,1,2,no,no,3,4,3,1,0,0, 7.33 
MS,F,17,U,GT3,T,2,2,1,yes,no,4,5,3,5,4,0, 9.33 
MS,F,19,U,GT3,T,2,3,1,no,yes,4,4,4,2,0,0, 9.33 
MS,F,17,R,GT3,T,2,1,1,yes,yes,5,5,3,3,2,0, 10.00 
MS,F,15,R,LE3,T,1,1,1,no,yes,5,2,1,4,0,1, 9.33 
MS,F,16,R,GT3,T,2,2,2,no,no,3,4,5,1,1,1, 10.00 
MS,F,16,U,LE3,A,2,2,1,no,no,4,3,4,1,6,1, 7.33 
MS,F,17,R,GT3,T,2,2,2,no,no,4,3,5,4,0,1, 10.67 
MS,F,16,U,GT3,T,2,2,1,yes,no,4,4,3,3,1,1, 9.67 
MS,F,18,R,LE3,A,3,2,3,no,yes,3,3,2,2,6,0, 8.67 
MS,F,19,U,GT3,T,1,1,3,yes,yes,5,3,1,3,6,0, 8.33 
MS,M,18,R,GT3,T,1,1,1,yes,no,4,4,3,4,0,1, 9.00 
MS,F,18,R,GT3,T,1,1,1,no,yes,3,2,3,2,4,0, 10.00 
MS,F,19,U,GT3,T,1,1,2,no,yes,1,1,4,1,12,0, 8.00 
MS,F,16,R,GT3,A,2,2,2,no,yes,3,3,2,3,2,0, 9.33 
MS,F,17,U,GT3,T,0,1,1,yes,no,2,4,4,5,5,1, 9.33 
MS,F,16,R,LE3,T,1,2,2,yes,no,4,4,5,3,0,1, 8.67 
MS,F,16,U,GT3,T,3,3,1,yes,yes,4,5,4,4,0,0, 13.33 
MS,F,16,R,LE3,T,1,1,1,yes,yes,4,4,4,4,2,1, 14.00 
MS,M,17,U,GT3,T,3,3,4,yes,no,5,4,5,5,0,1, 10.33 
MS,F,16,U,GT3,T,2,1,2,yes,no,5,3,3,1,0,0, 13.67 
MS,F,16,U,GT3,T,2,2,1,yes,yes,4,2,5,5,0,1, 16.33 
MS,M,17,U,GT3,T,1,2,1,yes,yes,5,3,5,1,12,1, 6.67 
MS,M,16,U,LE3,T,4,3,1,yes,no,4,2,5,5,8,1, 13.00 
MS,M,17,R,LE3,T,2,2,4,no,no,1,3,5,3,2,1, 9.00 
MS,F,16,U,GT3,T,1,1,4,yes,no,2,2,1,5,0,0, 14.00 
MS,F,19,U,LE3,T,2,2,3,no,yes,5,4,5,1,0,0, 12.67 
MS,F,17,R,GT3,T,1,1,1,yes,yes,4,4,5,5,0,1, 11.00 
MS,F,20,U,GT3,T,3,3,2,yes,yes,3,3,4,3,8,1, 10.00 
MS,F,17,U,LE3,T,1,1,3,no,yes,4,3,3,3,0,0, 10.67 
MS,M,17,R,GT3,T,2,2,1,no,no,4,4,5,5,0,1, 9.33 
MS,F,16,R,LE3,T,1,1,2,no,no,5,3,2,1,0,0, 17.00 
MS,F,17,R,GT3,T,2,2,2,yes,no,5,3,2,1,0,0, 16.33 
MS,F,17,U,GT3,A,1,0,2,no,yes,4,4,5,4,1,0, 10.00 
MS,F,18,R,GT3,T,1,1,2,no,yes,4,3,2,5,9,0, 7.00 
MS,F,16,U,GT3,T,3,1,1,yes,no,3,1,3,1,0,1, 7.33 
MS,F,16,U,GT3,T,3,2,1,no,no,3,1,3,3,2,1, 6.67 
MS,F,18,U,LE3,T,1,1,2,no,no,2,3,5,3,8,1, 9.00 
MS,F,16,R,GT3,T,4,4,2,yes,yes,4,3,3,2,0,1, 15.33 
MS,F,16,R,LE3,T,1,2,1,yes,no,5,4,5,2,0,1, 14.33 
MS,F,18,U,GT3,A,2,4,2,no,no,2,3,2,1,8,1, 7.00 
MS,M,16,R,GT3,T,2,1,2,yes,no,5,2,1,2,0,0, 5.00 
MS,F,16,U,LE3,T,1,1,2,no,no,4,3,2,5,6,1, 7.33 
MS,F,16,R,GT3,T,2,3,2,yes,no,3,3,3,2,0,0, 9.33 
MS,F,16,U,GT3,T,4,4,2,no,yes,4,3,4,3,4,1, 8.00 
MS,M,18,U,LE3,T,4,4,4,yes,yes,5,5,5,5,2,1, 5.67 
MS,F,16,R,LE3,T,3,4,2,no,no,4,2,1,2,2,0, 8.00 
MS,M,17,U,LE3,T,4,4,3,no,no,4,4,3,5,0,1, 15.00 
MS,F,17,R,GT3,T,4,1,1,no,yes,4,2,3,5,1,1, 13.67 
MS,M,16,U,LE3,T,2,2,3,no,no,5,1,3,3,0,1, 9.67 
MS,F,17,R,GT3,T,2,2,1,no,no,5,1,3,5,5,1, 9.00 
MS,F,16,U,LE3,T,4,4,1,no,no,5,1,3,5,1,1, 11.00 
MS,M,17,U,GT3,T,3,3,1,yes,no,4,1,4,3,8,1, 8.67 
MS,M,17,U,GT3,T,1,1,2,no,yes,5,1,3,1,0,1, 10.00 
MS,M,16,U,GT3,T,2,1,2,no,yes,4,2,2,5,2,1, 8.00 
MS,F,16,U,LE3,T,2,1,2,no,yes,3,2,2,3,0,0, 15.00 
MS,M,16,U,LE3,T,4,4,1,no,no,4,1,2,5,0,1, 11.67 
MS,M,15,R,GT3,T,1,2,2,yes,no,5,5,5,5,11,1, 10.00 
MS,M,15,U,LE3,A,2,2,4,yes,no,5,4,5,5,8,1, 13.67 
MS,M,15,U,LE3,A,2,1,1,yes,no,4,3,3,5,11,1, 12.33 
MS,F,16,R,LE3,T,2,2,3,no,yes,4,3,3,5,2,1, 11.00 
MS,F,16,U,LE3,T,4,1,2,yes,no,1,2,4,1,8,1, 9.67 
MS,F,17,U,GT3,T,3,2,1,no,yes,4,3,3,1,5,1, 10.33 
MS,F,17,R,GT3,T,2,2,2,no,no,5,1,3,5,0,0, 10.33 
MS,F,16,U,GT3,T,4,4,3,no,yes,5,3,5,5,1,1, 11.00 
MS,M,17,R,GT3,T,4,4,1,yes,yes,3,3,3,5,2,1, 8.67 
MS,M,17,R,LE3,T,1,3,1,yes,yes,5,1,2,5,2,1, 11.67 
MS,M,17,U,GT3,T,3,4,2,yes,yes,5,4,4,5,8,1, 8.33 
MS,F,17,U,GT3,T,4,4,2,no,no,5,2,5,5,0,0, 14.67 
MS,M,16,R,LE3,T,4,1,1,no,no,4,1,2,2,0,0, 10.67 
MS,F,17,U,GT3,A,1,1,2,yes,yes,4,5,5,3,2,1, 10.67 
MS,F,17,R,GT3,T,4,2,2,no,no,4,3,3,5,0,1, 17.67 
MS,M,16,U,LE3,A,2,2,2,no,yes,4,1,2,5,0,1, 12.67 
MS,M,17,U,GT3,T,3,2,2,no,no,4,1,2,1,0,1, 13.33 
MS,M,19,U,GT3,T,1,1,2,yes,no,4,4,3,4,2,1, 9.33 
MS,M,17,U,LE3,A,1,0,1,no,yes,4,1,2,5,4,0, 11.33 
MS,F,17,R,GT3,T,1,1,1,yes,yes,3,5,5,4,3,1, 10.33 
MS,F,16,R,GT3,T,1,2,3,no,yes,4,3,4,3,5,0, 13.33 
MS,M,16,R,LE3,T,1,2,1,no,no,4,4,4,5,4,1, 10.00 
MS,F,17,R,GT3,T,3,1,2,yes,yes,5,4,4,5,2,0, 8.67 
MS,M,17,R,GT3,T,2,2,1,yes,yes,5,5,5,5,0,1, 10.33 
MS,M,18,R,GT3,T,1,0,1,no,no,4,3,2,4,0,0, 12.33 
MS,M,17,R,GT3,T,1,1,1,yes,yes,4,5,5,2,0,1, 9.67 
MS,M,18,U,LE3,T,1,1,2,yes,no,4,3,3,5,6,1, 9.67 
MS,F,16,R,LE3,T,2,2,2,yes,yes,5,4,3,1,0,0, 12.00 
MS,M,17,U,GT3,T,2,2,1,yes,yes,1,2,1,5,0,1, 2.33 
MS,M,16,R,GT3,T,3,2,1,no,no,4,5,5,5,2,1, 10.00 
MS,M,16,R,LE3,T,1,1,1,yes,no,4,5,5,5,0,1, 9.67 
MS,M,18,R,GT3,T,1,1,1,no,yes,5,3,3,5,2,1, 8.33 
MS,M,18,R,GT3,T,3,2,1,no,no,2,3,1,5,0,1, 1.33 
MS,M,19,U,GT3,T,3,2,1,yes,no,3,2,1,3,4,0, 8.67 
MS,M,18,U,GT3,T,3,3,2,yes,no,4,4,5,3,9,1, 6.67 
MS,M,16,R,GT3,T,2,2,1,yes,yes,5,4,3,4,6,1, 7.67 
MS,M,19,U,GT3,T,2,1,1,yes,yes,4,4,3,5,4,1, 8.67 
MS,F,16,U,GT3,A,3,2,2,yes,yes,2,5,5,1,8,0, 5.67 
MS,F,17,U,GT3,T,1,1,1,yes,no,4,3,2,5,9,1, 8.67 
MS,M,20,R,GT3,T,1,1,1,no,yes,4,4,3,4,12,1, 9.67 
MS,F,18,R,GT3,A,4,3,1,no,no,5,4,4,2,8,1, 10.33 
MS,M,18,R,GT3,T,3,2,1,no,no,2,5,5,5,8,1, 10.00 
MS,M,19,R,GT3,T,1,1,2,no,no,5,4,4,2,8,1, 10.00 
MS,M,17,U,GT3,T,3,3,2,no,no,4,5,4,3,4,1, 9.00 
MS,M,18,U,LE3,T,1,3,1,no,yes,4,3,3,3,0,1, 9.33 
MS,M,19,R,GT3,T,1,1,1,no,no,4,4,4,5,4,1, 9.00 
MS,F,18,U,GT3,A,1,2,2,no,no,4,3,3,5,2,0, 7.33 
MS,F,19,U,LE3,A,1,1,1,no,no,1,4,4,5,0,0, 7.00 
MS,F,18,R,GT3,T,2,2,1,no,yes,5,5,5,3,0,0, 4.67 
MS,F,17,R,GT3,T,0,0,1,no,no,4,4,3,5,0,0, 10.67 
MS,F,17,R,LE3,A,3,1,3,no,no,4,2,3,3,5,1, 7.67 
MS,F,17,U,GT3,T,4,2,2,yes,no,5,5,5,5,0,1, 5.33 
MS,F,18,R,LE3,T,2,2,2,yes,no,2,3,3,4,3,1, 7.00 
MS,F,17,U,GT3,T,4,1,1,no,yes,3,2,2,5,0,0, 9.00 
MS,F,17,U,LE3,T,1,2,1,no,no,5,5,1,3,0,0, 9.00 
MS,F,18,U,GT3,T,1,1,2,yes,yes,3,4,4,5,3,1, 7.33 
MS,F,18,U,GT3,T,2,2,2,yes,no,4,3,5,1,2,0, 13.00 
MS,F,17,U,GT3,T,3,3,1,no,no,4,4,3,4,0,0, 12.00 
MS,F,18,U,LE3,A,1,2,2,no,no,4,4,3,4,0,1, 13.00 
MS,F,18,U,GT3,T,4,4,2,yes,no,4,3,5,1,0,1, 18.00 
MS,M,18,U,LE3,T,4,4,1,yes,no,5,4,5,5,3,0, 17.00 
MS,F,17,U,GT3,T,4,2,2,no,no,4,3,3,4,0,1, 17.67 
MS,F,18,R,GT3,T,2,2,2,yes,yes,4,3,3,4,0,0, 3.00 
MS,M,18,U,LE3,T,1,2,1,no,no,4,1,4,1,8,1, 10.67 
MS,M,18,R,GT3,T,4,4,1,yes,yes,2,5,5,1,5,0, 13.00 
MS,M,17,R,GT3,T,1,1,1,no,no,4,2,3,4,4,1, 13.00 
MS,F,18,U,GT3,T,2,2,2,no,yes,1,3,1,2,4,0, 8.67 
MS,F,18,U,LE3,T,2,2,3,no,yes,5,4,5,3,0,1, 12.00 
MS,F,18,R,LE3,A,4,2,2,yes,yes,5,3,1,5,0,0, 1.67 
MS,F,18,U,GT3,T,1,1,2,no,no,4,4,2,2,2,1, 9.67 
MS,F,19,U,GT3,T,1,1,1,no,no,5,5,5,2,0,1, 1.67 
MS,F,17,U,GT3,T,4,2,4,no,yes,4,2,3,5,0,0, 18.00 
MS,F,17,R,LE3,A,2,1,2,yes,yes,5,3,3,2,5,1, 11.33 
MS,F,18,U,LE3,A,1,1,2,no,yes,5,2,3,3,2,1, 9.67 
MS,F,18,U,GT3,T,1,2,2,no,no,4,1,1,4,0,0, 11.33 
MS,F,19,R,GT3,A,1,1,2,yes,yes,3,5,4,1,0,1, 2.67 
MS,F,18,R,GT3,T,2,2,3,no,yes,4,2,1,4,5,0, 14.33 
MS,M,17,R,GT3,T,4,3,2,yes,yes,4,5,5,2,4,1, 10.67 
MS,F,18,U,GT3,T,3,3,2,no,yes,5,3,4,5,0,0, 10.00 
MS,F,17,R,GT3,T,4,4,2,yes,no,4,3,3,5,2,1, 12.00 
MS,F,17,U,LE3,A,3,2,2,no,yes,1,2,3,5,0,1, 14.67 
MS,M,18,U,LE3,T,1,1,1,no,yes,3,3,2,3,2,1, 13.67 
MS,F,18,U,LE3,T,1,1,3,no,no,5,3,2,4,0,0, 18.00 
MS,F,18,R,LE3,A,1,2,2,no,yes,4,3,4,5,0,1, 15.33 
MS,F,18,U,GT3,T,3,3,2,no,yes,4,3,2,3,6,1, 12.67 
MS,F,17,U,LE3,T,4,4,2,yes,yes,2,3,4,1,4,0, 14.67 
MS,F,17,R,GT3,T,1,2,2,no,no,3,2,2,3,0,1, 13.00 
MS,M,18,R,GT3,T,1,3,2,no,no,3,3,4,3,0,1, 9.00 
MS,M,18,U,LE3,T,4,4,3,no,yes,4,2,2,5,0,1, 15.67 
MS,F,17,R,GT3,T,1,1,1,no,yes,5,2,1,1,0,1, 8.33 
MS,F,18,U,GT3,T,2,3,1,no,yes,5,2,3,4,0,1, 10.00 
MS,F,18,R,GT3,T,4,4,2,no,yes,3,2,2,5,0,1, 4.00 
MS,M,18,R,LE3,T,1,2,1,yes,yes,4,3,3,3,3,1, 9.67 
MS,F,17,U,GT3,T,2,2,3,yes,yes,3,4,3,3,8,0, 11.00 
MS,F,17,R,GT3,T,1,2,1,yes,no,3,5,5,1,4,1, 8.00 
MS,F,18,R,LE3,T,4,4,3,no,no,5,4,4,1,0,0, 16.33 
MS,F,18,R,GT3,T,1,1,3,no,no,4,3,2,4,4,1, 11.00 
MS,F,19,R,GT3,T,1,1,2,no,yes,4,3,3,3,4,0, 8.00 
MS,F,18,R,LE3,T,4,4,2,yes,no,5,4,3,2,1,1, 13.67 
MS,F,18,U,GT3,T,3,3,2,no,yes,4,1,3,1,1,1, 16.00 
MS,F,17,R,GT3,T,3,1,2,yes,no,4,5,4,1,10,1, 8.67 
MS,M,18,U,GT3,T,4,4,2,yes,no,3,2,4,2,4,1, 18.00 
MS,M,18,R,GT3,T,2,1,1,yes,yes,4,4,3,5,0,1, 4.67 
MS,M,17,U,GT3,T,2,3,2,yes,no,4,4,3,3,4,0, 15.00 
MS,M,19,R,GT3,T,1,1,1,no,no,4,3,2,5,0,1, 4.33 
MS,M,18,R,GT3,T,4,2,1,no,no,5,4,3,3,0,1, 4.67 
MS,F,18,R,GT3,T,2,2,3,no,no,5,3,3,4,0,1, 15.33 
MS,F,17,U,GT3,T,4,3,2,no,no,5,5,4,1,0,0, 8.67 
MS,F,18,R,GT3,T,4,4,1,yes,yes,4,4,3,5,4,1, 8.67 
MS,F,19,R,GT3,T,2,3,3,yes,no,5,4,2,5,4,1, 10.33 
MS,F,18,U,LE3,T,3,1,2,no,no,4,3,4,1,4,0, 15.33 
MS,F,18,U,GT3,T,1,1,2,yes,no,1,1,1,5,6,0, 10.67 
MS,M,17,U,LE3,T,3,1,1,no,no,2,4,5,2,6,1, 10.00 
MS,M,18,R,LE3,T,3,2,1,no,no,4,4,1,5,4,1, 10.67 
